index,date,time,people,catering,client,id,Gender,weight,weight ratio,ethnic_food,fav_cuisine,is_pref,greek_food,indian_food,italian_food,arabic_food,thai_food,healthy,sum
74,11/7/19,12:30,12,Asian,Foxglove,64,1,180,0.118012422,5,Mexican,,,,,,4,,4
75,11/7/19,12:30,12,Asian,Foxglove,50,2,150,-0.068322981,3,Italian,,,,,,4,,4
76,11/7/19,12:30,12,Asian,Foxglove,94,2,165,0.02484472,5,Italian,,,,,,5,,5
77,11/7/19,12:30,12,Asian,Foxglove,57,2,175,0.086956522,5,Italian,,,,,,5,,5
78,11/7/19,12:30,12,Asian,Foxglove,107,1,130,-0.192546584,5,Indian,,,,,,4,,4
79,11/7/19,12:30,12,Asian,Foxglove,6,1,190,0.180124224,4,General,,,,,,4,,4
80,11/7/19,12:30,12,Asian,Foxglove,107,1,130,-0.192546584,5,Indian,,,,,,4,,4
81,11/6/19,12:30,14,Healthy,Destiny,97,2,210,0.304347826,4,Italian,,,,,,,,0
82,11/6/19,12:30,14,Healthy,Destiny,16,2,180,0.118012422,1,Mexican,,,,,,,6,0
83,11/6/19,12:30,14,Healthy,Destiny,106,1,125,-0.223602484,4,Italian,,,,,,,,0
84,11/6/19,12:30,14,Healthy,Destiny,32,2,205,0.273291925,5,Italian,,,,,,,5,0
85,11/6/19,12:30,14,Healthy,Destiny,72,1,140,-0.130434783,5,Italian,,,,,,,5,0
86,11/6/19,12:30,14,Healthy,Destiny,56,1,192,0.192546584,3,General,,,,,,,8,0
87,11/6/19,12:30,14,Healthy,Destiny,64,1,180,0.118012422,5,Mexican,,,,,,,8,0
88,11/6/19,12:30,14,Healthy,Destiny,100,1,165,0.02484472,3,italian,,,,,,,,0
89,11/6/19,12:30,14,Healthy,Destiny,117,1,170,0.055900621,4,Asian,,,,,,,5,0
90,11/6/19,12:30,14,Healthy,Destiny,114,1,170,0.055900621,3,Italian,,,,,,,9,0
91,11/6/19,12:30,14,Healthy,Destiny,101,1,125,-0.223602484,5,Italian,,,,,,,,0
92,11/6/19,12:30,14,Healthy,Destiny,12,1,110,-0.316770186,5,Greek,,,,,,,,0
93,11/6/19,12:30,14,Healthy,Destiny,115,2,138,-0.142857143,4,Asian,,,,,,,7,0
94,11/5/19,12:00,15,Asian,Godzilla,70,1,130,-0.192546584,2,Italian,,,,,,5,,5
95,11/5/19,12:00,15,Asian,Godzilla,9,1,180,0.118012422,5,Mexican,,,,,,5,,5
96,11/5/19,12:00,15,Asian,Godzilla,12,1,110,-0.316770186,5,Greek,,,,,,5,,5
97,11/5/19,12:00,15,Asian,Godzilla,120,2,185,0.149068323,5,Indian,,,,,,5,,5
98,11/5/19,12:00,15,Asian,Godzilla,33,2,161,0,5,Italian,,,,,,5,,5
99,11/5/19,12:00,15,Asian,Godzilla,84,1,127,-0.211180124,5,Spanish,,,,,,5,,5
100,11/5/19,12:00,15,Asian,Godzilla,1,2,187,0.161490683,1,Arabic,,,,,,,,0
101,11/5/19,12:00,15,Asian,Godzilla,35,1,150,-0.068322981,2,Mexican,,,,,,3,,3
102,11/5/19,12:00,15,Asian,Godzilla,53,2,200,0.242236025,4,General,,,,,,3,,3
103,11/5/19,12:00,15,Asian,Godzilla,1,2,187,0.161490683,1,Arabic,,,,,,,,0
104,11/5/19,12:00,15,Asian,Godzilla,118,1,113,-0.298136646,4,Asian,5,,,,,5,,10
105,11/5/19,12:00,15,Asian,Godzilla,11,1,116,-0.279503106,5,French,,,,,,,,0
106,11/5/19,12:00,15,Asian,Godzilla,1,2,187,0.161490683,1,Arabic,,,,,,,,0
107,11/5/19,12:00,15,Asian,Godzilla,59,1,155,-0.037267081,5,Asian,5,,,,,5,,10
108,11/5/19,12:30,10,Italian,Ceres,44,1,100,-0.378881988,5,Italian,5,,,5,,,,10
109,11/5/19,12:30,10,Italian,Ceres,102,1,160,-0.00621118,5,Asian,,,,5,,,,5
110,11/5/19,12:30,10,Italian,Ceres,120,2,185,0.149068323,5,Indian,,,,5,,,,5
111,11/5/19,12:30,10,Italian,Ceres,82,1,190,0.180124224,4,Italian,5,,,5,,,,10
112,11/5/19,12:30,10,Italian,Ceres,97,2,210,0.304347826,4,Italian,5,,,5,,,,10
113,11/5/19,12:30,10,Italian,Ceres,123,1,120,-0.254658385,5,Asian,,,,3,,,,3
114,11/5/19,12:30,10,Italian,Ceres,6,1,190,0.180124224,4,General,,,,5,,,,5
115,11/5/19,12:30,10,Italian,Ceres,1,2,187,0.161490683,1,Arabic,,,,5,,,,5
116,11/5/19,12:30,10,Italian,Ceres,34,1,128,-0.204968944,4,Indian,,,,5,,,,5
117,11/5/19,12:30,12,Greek,Ortus,30,2,167,0.037267081,5,Asian,,3,,,,,,3
118,11/5/19,12:30,12,Greek,Ortus,103,1,135,-0.161490683,5,Italian,,,,,,,,0
119,11/5/19,12:30,12,Greek,Ortus,1,2,187,0.161490683,1,Arabic,,5,,,,,,5
120,11/5/19,12:30,12,Greek,Ortus,114,1,170,0.055900621,3,Italian,,3,,,,,,3
121,11/5/19,12:30,12,Greek,Ortus,46,1,113,-0.298136646,5,Italian,,5,,,,,,5
122,11/5/19,12:30,12,Greek,Ortus,48,2,145,-0.099378882,3,Asian,,3,,,,,,3
123,11/5/19,12:30,12,Greek,Ortus,124,2,135,-0.161490683,2,Italian,,,,,,,,0
124,11/5/19,12:30,12,Greek,Ortus,96,2,184,0.142857143,4,General,,4,,,,,,4
125,11/5/19,12:30,12,Greek,Ortus,69,1,145,-0.099378882,4,Italian,,3,,,,,,3
126,11/5/19,12:30,12,Greek,Ortus,115,2,138,-0.142857143,4,Asian,,3,,,,,,3
127,11/5/19,12:30,12,Greek,Ortus,36,1,150,-0.068322981,2,Italian,,3,,,,,,3
128,11/5/19,12:30,12,Arabic,Foxglove,60,1,155,-0.037267081,5,General,,,,,4,,,4
129,11/5/19,12:30,12,Arabic,Foxglove,102,1,160,-0.00621118,5,Asian,,,,,4,,,4
130,11/5/19,12:30,12,Arabic,Foxglove,77,1,150,-0.068322981,2,General,,,,,,,,0
131,11/5/19,12:30,12,Arabic,Foxglove,94,2,165,0.02484472,5,Italian,,,,,5,,,5
132,11/5/19,12:30,12,Arabic,Foxglove,29,2,180,0.118012422,2,Asian,,,,,,,,0
133,11/5/19,12:30,12,Arabic,Foxglove,2,1,155,-0.037267081,4,Italian,,,,,4,,,4
134,11/5/19,12:30,12,Arabic,Foxglove,86,1,140,-0.130434783,3,Asian,,,,,3,,,3
135,11/5/19,12:30,12,Arabic,Foxglove,95,2,175,0.086956522,5,Greek,,,,,5,,,5
136,11/5/19,12:30,12,Arabic,Foxglove,108,1,165,0.02484472,4,Asian,,,,,,,,0
137,11/5/19,12:30,12,Arabic,Foxglove,31,1,115,-0.285714286,4,General,,,,,,,,0
138,11/5/19,12:30,12,Arabic,Foxglove,18,2,170,0.055900621,4,Italian,,,,,,,,0
139,11/4/19,11:45,10,Asian,Florio,32,2,205,0.273291925,5,Italian,,,,,,4,,4
140,11/4/19,11:45,10,Asian,Florio,78,2,200,0.242236025,1,General,,,,,,,,0
141,11/4/19,11:45,10,Asian,Florio,110,1,200,0.242236025,2,Italian,,,,,,,,0
142,11/4/19,11:45,10,Asian,Florio,14,1,123,-0.236024845,5,Italian,,,,,,5,,5
143,11/4/19,11:45,10,Asian,Florio,16,2,180,0.118012422,1,Mexican,,,,,,,,0
144,11/4/19,11:45,10,Asian,Florio,32,2,205,0.273291925,5,Italian,,,,,,4,,4
145,11/4/19,11:45,10,Asian,Florio,116,2,150,-0.068322981,2,General,,,,,,,,0
146,11/4/19,11:45,10,Asian,Florio,46,1,113,-0.298136646,5,Italian,,,,,,5,,5
147,11/4/19,11:45,10,Asian,Florio,107,1,130,-0.192546584,5,Indian,,,,,,4,,4
148,11/4/19,12:00,6,General,Client Visit,66,1,112,-0.304347826,3,Italian,,,,,,,,0
149,11/4/19,12:00,6,General,Client Visit,105,1,230,0.428571429,4,Italian,,,,,,,,0
150,11/4/19,12:00,6,General,Client Visit,75,2,161,0,3,General,5,,,,,,,5
151,11/4/19,12:00,6,General,Client Visit,107,1,130,-0.192546584,5,Indian,,,,,,,,0
152,11/4/19,12:00,6,General,Client Visit,5,1,190,0.180124224,4,Asian,,,,,,,,0
153,11/4/19,12:00,10,General,Client Visit,2,1,155,-0.037267081,4,Italian,,,,,,,,0
154,11/4/19,12:00,10,General,Client Visit,18,2,170,0.055900621,4,Italian,,,,,,,,0
155,11/4/19,12:00,10,General,Client Visit,13,2,264,0.639751553,4,General,5,,,,,,,5
156,11/4/19,12:00,10,General,Client Visit,7,2,180,0.118012422,5,Spanish,,,,,,,,0
157,11/4/19,12:00,10,General,Client Visit,101,1,125,-0.223602484,5,Italian,,,,,,,,0
158,11/4/19,12:00,10,General,Client Visit,106,1,125,-0.223602484,4,Italian,,,,,,,,0
159,11/4/19,12:00,10,General,Client Visit,117,1,170,0.055900621,4,Asian,,,,,,,,0
160,11/4/19,12:00,10,General,Client Visit,63,2,210,0.304347826,2,Mexican,,,,,,,,0
161,11/4/19,12:00,10,General,Client Visit,66,1,112,-0.304347826,3,Italian,,,,,,,,0
162,11/4/19,12:30,10,Mexican,Alchemy,102,1,160,-0.00621118,5,Asian,,,,,,,,0
163,11/4/19,12:30,10,Mexican,Alchemy,85,1,167,0.037267081,5,Mexican,5,,,,,,,5
164,11/4/19,12:30,10,Mexican,Alchemy,82,1,190,0.180124224,4,Italian,,,,,,,,0
165,11/4/19,12:30,10,Mexican,Alchemy,64,1,180,0.118012422,5,Mexican,5,,,,,,,5
166,11/4/19,12:30,10,Mexican,Alchemy,20,2,165,0.02484472,3,Asian,,,,,,,,0
167,11/4/19,12:30,10,Mexican,Alchemy,101,1,125,-0.223602484,5,Italian,,,,,,,,0
168,11/4/19,12:30,10,Mexican,Alchemy,85,1,167,0.037267081,5,Mexican,5,,,,,,,5
169,11/4/19,12:30,10,Mexican,Alchemy,4,1,240,0.49068323,5,African,,,,,,,,0
170,11/4/19,12:30,10,Mexican,Alchemy,119,1,140,-0.130434783,4,General,,,,,,,,0
171,11/1/19,7:45,40,General,Ceres,5,1,190,0.180124224,4,Asian,,,,,,,,0
172,11/1/19,7:45,40,General,Ceres,45,1,170,0.055900621,5,Italian,,,,,,,,0
173,11/1/19,7:45,40,General,Ceres,108,1,165,0.02484472,4,Asian,,,,,,,,0
174,11/1/19,7:45,40,General,Ceres,99,2,185,0.149068323,5,Italian,,,,,,,,0
175,11/1/19,7:45,40,General,Ceres,35,1,150,-0.068322981,2,Mexican,,,,,,,,0
176,11/1/19,7:45,40,General,Ceres,86,1,140,-0.130434783,3,Asian,,,,,,,,0
177,11/1/19,7:45,40,General,Ceres,115,2,138,-0.142857143,4,Asian,,,,,,,,0
178,11/1/19,7:45,40,General,Ceres,55,2,165,0.02484472,5,Mexican,,,,,,,,0
179,11/1/19,7:45,40,General,Ceres,28,2,175,0.086956522,3,Italian,,,,,,,,0
180,11/1/19,7:45,40,General,Ceres,88,2,155,-0.037267081,3,General,5,,,,,,,5
181,11/1/19,7:45,40,General,Ceres,40,2,175,0.086956522,3,Italian,,,,,,,,0
182,11/1/19,7:45,40,General,Ceres,13,2,264,0.639751553,4,General,5,,,,,,,5
183,11/1/19,7:45,40,General,Ceres,75,2,161,0,3,General,5,,,,,,,5
184,11/1/19,7:45,40,General,Ceres,57,2,175,0.086956522,5,Italian,,,,,,,,0
185,11/1/19,7:45,40,General,Ceres,78,2,200,0.242236025,1,General,5,,,,,,,5
186,11/1/19,7:45,40,General,Ceres,53,2,200,0.242236025,4,General,5,,,,,,,5
187,11/1/19,7:45,40,General,Ceres,17,1,145,-0.099378882,2,General,5,,,,,,,5
188,11/1/19,7:45,40,General,Ceres,4,1,240,0.49068323,5,African,,,,,,,,0
189,11/1/19,7:45,40,General,Ceres,65,1,140,-0.130434783,4,Italian,,,,,,,,0
190,11/1/19,7:45,40,General,Ceres,58,1,140,-0.130434783,2,Italian,,,,,,,,0
191,11/1/19,7:45,40,General,Ceres,62,1,118,-0.267080745,4,Italian,,,,,,,,0
192,11/1/19,7:45,40,General,Ceres,13,2,264,0.639751553,4,General,5,,,,,,,5
193,11/1/19,7:45,40,General,Ceres,97,2,210,0.304347826,4,Italian,,,,,,,,0
194,11/1/19,7:45,40,General,Ceres,71,1,140,-0.130434783,5,Italian,,,,,,,,0
195,11/1/19,7:45,40,General,Ceres,48,2,145,-0.099378882,3,Asian,,,,,,,,0
196,11/1/19,7:45,40,General,Ceres,60,1,155,-0.037267081,5,General,5,,,,,,,5
197,11/1/19,7:45,40,General,Ceres,57,2,175,0.086956522,5,Italian,,,,,,,,0
198,11/1/19,7:45,40,General,Ceres,118,1,113,-0.298136646,4,Asian,,,,,,,,0
199,11/1/19,7:45,40,General,Ceres,45,1,170,0.055900621,5,Italian,,,,,,,,0
200,11/1/19,7:45,40,General,Ceres,13,2,264,0.639751553,4,General,5,,,,,,,5
201,11/1/19,7:45,40,General,Ceres,79,1,135,-0.161490683,3,Asian,,,,,,,,0
202,11/1/19,7:45,40,General,Ceres,101,1,125,-0.223602484,5,Italian,,,,,,,,0
203,11/1/19,7:45,40,General,Ceres,4,1,240,0.49068323,5,African,,,,,,,,0
204,11/1/19,7:45,40,General,Ceres,7,2,180,0.118012422,5,Spanish,,,,,,,,0
205,11/1/19,7:45,40,General,Ceres,16,2,180,0.118012422,1,Mexican,,,,,,,,0
206,11/1/19,7:45,40,General,Ceres,29,2,180,0.118012422,2,Asian,,,,,,,,0
207,11/1/19,7:45,40,General,Ceres,38,1,170,0.055900621,4,Italian,,,,,,,,0
208,11/1/19,7:45,40,General,Ceres,10,1,125,-0.223602484,5,Indian,,,,,,,,0
209,11/1/19,7:45,40,General,Ceres,65,1,140,-0.130434783,4,Italian,,,,,,,,0
210,11/1/19,8:30,20,General,Client Visit,117,1,170,0.055900621,4,Asian,,,,,,,,0
211,11/1/19,8:30,20,General,Client Visit,18,2,170,0.055900621,4,Italian,,,,,,,,0
212,11/1/19,8:30,20,General,Client Visit,32,2,205,0.273291925,5,Italian,,,,,,,,0
213,11/1/19,8:30,20,General,Client Visit,8,1,137,-0.149068323,2,Caribbean,,,,,,,,0
214,11/1/19,8:30,20,General,Client Visit,20,2,165,0.02484472,3,Asian,,,,,,,,0
215,11/1/19,8:30,20,General,Client Visit,16,2,180,0.118012422,1,Mexican,,,,,,,,0
216,11/1/19,8:30,20,General,Client Visit,7,2,180,0.118012422,5,Spanish,,,,,,,,0
217,11/1/19,8:30,20,General,Client Visit,44,1,100,-0.378881988,5,Italian,,,,,,,,0
218,11/1/19,8:30,20,General,Client Visit,112,2,170,0.055900621,3,General,5,,,,,,,5
219,11/1/19,8:30,20,General,Client Visit,102,1,160,-0.00621118,5,Asian,,,,,,,,0
220,11/1/19,8:30,20,General,Client Visit,53,2,200,0.242236025,4,General,5,,,,,,,5
221,11/1/19,8:30,20,General,Client Visit,48,2,145,-0.099378882,3,Asian,,,,,,,,0
222,11/1/19,8:30,20,General,Client Visit,114,1,170,0.055900621,3,Italian,,,,,,,,0
223,11/1/19,8:30,20,General,Client Visit,114,1,170,0.055900621,3,Italian,,,,,,,,0
224,11/1/19,8:30,20,General,Client Visit,98,1,155,-0.037267081,3,Italian,,,,,,,,0
225,11/1/19,8:30,20,General,Client Visit,59,1,155,-0.037267081,5,Asian,,,,,,,,0
226,11/1/19,8:30,20,General,Client Visit,100,1,165,0.02484472,3,italian,,,,,,,,0
227,11/1/19,8:30,20,General,Client Visit,21,2,175,0.086956522,4,Italian,,,,,,,,0
228,11/1/19,8:30,20,General,Client Visit,64,1,180,0.118012422,5,Mexican,,,,,,,,0
229,11/1/19,11:30,20,General,Client Visit,79,1,135,-0.161490683,3,Asian,,,,,,,,0
230,11/1/19,11:30,20,General,Client Visit,81,1,130,-0.192546584,4,Italian,,,,,,,,0
231,11/1/19,11:30,20,General,Client Visit,48,2,145,-0.099378882,3,Asian,,,,,,,,0
232,11/1/19,11:30,20,General,Client Visit,39,1,150,-0.068322981,4,General,5,,,,,,,5
233,11/1/19,11:30,20,General,Client Visit,32,2,205,0.273291925,5,Italian,,,,,,,,0
234,11/1/19,11:30,20,General,Client Visit,55,2,165,0.02484472,5,Mexican,,,,,,,,0
235,11/1/19,11:30,20,General,Client Visit,56,1,192,0.192546584,3,General,5,,,,,,,5
236,11/1/19,11:30,20,General,Client Visit,8,1,137,-0.149068323,2,Caribbean,,,,,,,,0
237,11/1/19,11:30,20,General,Client Visit,84,1,127,-0.211180124,5,Spanish,,,,,,,,0
238,11/1/19,11:30,20,General,Client Visit,116,2,150,-0.068322981,2,General,5,,,,,,,5
239,11/1/19,11:30,20,General,Client Visit,38,1,170,0.055900621,4,Italian,,,,,,,,0
240,11/1/19,11:30,20,General,Client Visit,75,2,161,0,3,General,5,,,,,,,5
241,11/1/19,11:30,20,General,Client Visit,115,2,138,-0.142857143,4,Asian,,,,,,,,0
242,11/1/19,11:30,20,General,Client Visit,83,1,170,0.055900621,4,Italian,,,,,,,,0
243,11/1/19,11:30,20,General,Client Visit,101,1,125,-0.223602484,5,Italian,,,,,,,,0
244,11/1/19,11:30,20,General,Client Visit,32,2,205,0.273291925,5,Italian,,,,,,,,0
245,11/1/19,11:30,20,General,Client Visit,50,2,150,-0.068322981,3,Italian,,,,,,,,0
246,11/1/19,11:30,20,General,Client Visit,21,2,175,0.086956522,4,Italian,,,,,,,,0
247,11/1/19,11:30,20,General,Client Visit,41,2,140,-0.130434783,4,Italian,,,,,,,,0
248,11/1/19,11:30,40,General,Ceres,25,1,105,-0.347826087,4,General,5,,,,,,,5
249,11/1/19,11:30,40,General,Ceres,72,1,140,-0.130434783,5,Italian,,,,,,,,0
250,11/1/19,11:30,40,General,Ceres,43,1,135,-0.161490683,3,Mexican,,,,,,,,0
251,11/1/19,11:30,40,General,Ceres,98,1,155,-0.037267081,3,Italian,,,,,,,,0
252,11/1/19,11:30,40,General,Ceres,82,1,190,0.180124224,4,Italian,,,,,,,,0
253,11/1/19,11:30,40,General,Ceres,7,2,180,0.118012422,5,Spanish,,,,,,,,0
254,11/1/19,11:30,40,General,Ceres,88,2,155,-0.037267081,3,General,5,,,,,,,5
255,11/1/19,11:30,40,General,Ceres,106,1,125,-0.223602484,4,Italian,,,,,,,,0
256,11/1/19,11:30,40,General,Ceres,39,1,150,-0.068322981,4,General,5,,,,,,,5
257,11/1/19,11:30,40,General,Ceres,113,1,129,-0.198757764,5,Italian,,,,,,,,0
258,11/1/19,11:30,40,General,Ceres,98,1,155,-0.037267081,3,Italian,,,,,,,,0
259,11/1/19,11:30,40,General,Ceres,37,1,150,-0.068322981,4,Spanish,,,,,,,,0
260,11/1/19,11:30,40,General,Ceres,98,1,155,-0.037267081,3,Italian,,,,,,,,0
261,11/1/19,11:30,40,General,Ceres,61,1,135,-0.161490683,5,Mexican,,,,,,,,0
262,11/1/19,11:30,40,General,Ceres,10,1,125,-0.223602484,5,Indian,,,,,,,,0
263,11/1/19,11:30,40,General,Ceres,37,1,150,-0.068322981,4,Spanish,,,,,,,,0
264,11/1/19,11:30,40,General,Ceres,89,2,175,0.086956522,5,Mexican,,,,,,,,0
265,11/1/19,11:30,40,General,Ceres,30,2,167,0.037267081,5,Asian,,,,,,,,0
266,11/1/19,11:30,40,General,Ceres,14,1,123,-0.236024845,5,Italian,,,,,,,,0
267,11/1/19,11:30,40,General,Ceres,86,1,140,-0.130434783,3,Asian,,,,,,,,0
268,11/1/19,11:30,40,General,Ceres,85,1,167,0.037267081,5,Mexican,,,,,,,,0
269,11/1/19,11:30,40,General,Ceres,15,2,185,0.149068323,4,Asian,,,,,,,,0
270,11/1/19,11:30,40,General,Ceres,60,1,155,-0.037267081,5,General,5,,,,,,,5
271,11/1/19,11:30,40,General,Ceres,19,1,135,-0.161490683,1,Italian,,,,,,,,0
272,11/1/19,11:30,40,General,Ceres,108,1,165,0.02484472,4,Asian,,,,,,,,0
273,11/1/19,11:30,40,General,Ceres,36,1,150,-0.068322981,2,Italian,,,,,,,,0
274,11/1/19,11:30,40,General,Ceres,79,1,135,-0.161490683,3,Asian,,,,,,,,0
275,11/1/19,11:30,40,General,Ceres,27,2,160,-0.00621118,2,Italian,,,,,,,,0
